Id_Sample,ClassifiersResult,TrueResult,Metric
1436,0.0,0.0,VN
1437,0.0,0.0,VN
1437,0.0,0.0,VN
1439,0.0,0.0,VN
1439,0.0,0.0,VN
1440,0.0,0.0,VN
1440,0.0,0.0,VN
1444,0.0,0.0,VN
1444,0.0,0.0,VN
1448,0.0,0.0,VN
1448,0.0,0.0,VN
1450,0.0,0.0,VN
1450,0.0,0.0,VN
1452,0.0,0.0,VN
1452,0.0,0.0,VN
1454,0.0,0.0,VN
1454,0.0,0.0,VN
1460,0.0,0.0,VN
1460,0.0,0.0,VN
1468,0.0,0.0,VN
1468,0.0,0.0,VN
1469,0.0,0.0,VN
1469,0.0,0.0,VN
1470,0.0,0.0,VN
1470,0.0,0.0,VN
1478,0.0,0.0,VN
1478,0.0,0.0,VN
1480,0.0,0.0,VN
1480,0.0,0.0,VN
1483,0.0,0.0,VN
1483,0.0,0.0,VN
1484,0.0,0.0,VN
1484,0.0,0.0,VN
1485,0.0,0.0,VN
1488,0.0,0.0,VN
1488,0.0,0.0,VN
1489,0.0,0.0,VN
1489,0.0,0.0,VN
1490,0.0,0.0,VN
1490,0.0,0.0,VN
1494,0.0,0.0,VN
1494,0.0,0.0,VN
1496,0.0,0.0,VN
1496,0.0,0.0,VN
1497,0.0,0.0,VN
1497,0.0,0.0,VN
1499,0.0,0.0,VN
1499,0.0,0.0,VN
1505,0.0,0.0,VN
1505,0.0,0.0,VN
1506,0.0,0.0,VN
1506,0.0,0.0,VN
1511,0.0,0.0,VN
1511,0.0,0.0,VN
1512,0.0,0.0,VN
1512,0.0,0.0,VN
1515,0.0,0.0,VN
1515,0.0,0.0,VN
1517,0.0,0.0,VN
1517,0.0,0.0,VN
1524,0.0,0.0,VN
1524,0.0,0.0,VN
1525,0.0,0.0,VN
1525,0.0,0.0,VN
1527,0.0,0.0,VN
1527,0.0,0.0,VN
1529,0.0,0.0,VN
1529,0.0,0.0,VN
1531,0.0,0.0,VN
1531,0.0,0.0,VN
1537,0.0,0.0,VN
1537,0.0,0.0,VN
1539,0.0,0.0,VN
1539,0.0,0.0,VN
1543,0.0,0.0,VN
1543,0.0,0.0,VN
1544,0.0,0.0,VN
1544,0.0,0.0,VN
1550,0.0,0.0,VN
1550,0.0,0.0,VN
1551,0.0,0.0,VN
1551,0.0,0.0,VN
1560,0.0,0.0,VN
1560,0.0,0.0,VN
1568,0.0,0.0,VN
1568,0.0,0.0,VN
1578,0.0,0.0,VN
1578,0.0,0.0,VN
1580,0.0,0.0,VN
1580,0.0,0.0,VN
1586,0.0,0.0,VN
1586,0.0,0.0,VN
1588,0.0,0.0,VN
1588,0.0,0.0,VN
1589,0.0,0.0,VN
1589,0.0,0.0,VN
1590,0.0,0.0,VN
1590,0.0,0.0,VN
1594,0.0,0.0,VN
1594,0.0,0.0,VN
1595,0.0,0.0,VN
1595,0.0,0.0,VN
1599,0.0,0.0,VN
1599,0.0,0.0,VN
1600,0.0,0.0,VN
1600,0.0,0.0,VN
1601,0.0,0.0,VN
1601,0.0,0.0,VN
1602,0.0,0.0,VN
1602,0.0,0.0,VN
1605,0.0,0.0,VN
1605,0.0,0.0,VN
1606,0.0,0.0,VN
1606,0.0,0.0,VN
1609,0.0,0.0,VN
1609,0.0,0.0,VN
1610,0.0,0.0,VN
1610,0.0,0.0,VN
1615,0.0,0.0,VN
1615,0.0,0.0,VN
1616,0.0,0.0,VN
1616,0.0,0.0,VN
1620,0.0,0.0,VN
1620,0.0,0.0,VN
1623,0.0,0.0,VN
1623,0.0,0.0,VN
1625,0.0,0.0,VN
1625,0.0,0.0,VN
1626,0.0,0.0,VN
1626,0.0,0.0,VN
1628,0.0,0.0,VN
1628,0.0,0.0,VN
1630,0.0,0.0,VN
1630,0.0,0.0,VN
1634,0.0,0.0,VN
1634,0.0,0.0,VN
1636,0.0,0.0,VN
1636,0.0,0.0,VN
1642,0.0,0.0,VN
1642,0.0,0.0,VN
1643,0.0,0.0,VN
1643,0.0,0.0,VN
1650,0.0,0.0,VN
1650,0.0,0.0,VN
1651,0.0,0.0,VN
1651,0.0,0.0,VN
1652,0.0,0.0,VN
1652,0.0,0.0,VN
1655,0.0,0.0,VN
1655,0.0,0.0,VN
1657,0.0,0.0,VN
1657,0.0,0.0,VN
1658,0.0,0.0,VN
1658,0.0,0.0,VN
1663,0.0,0.0,VN
1663,0.0,0.0,VN
1664,0.0,0.0,VN
1664,0.0,0.0,VN
1665,0.0,0.0,VN
1665,0.0,0.0,VN
1674,0.0,0.0,VN
1674,0.0,0.0,VN
1680,0.0,0.0,VN
1680,0.0,0.0,VN
1682,0.0,0.0,VN
1682,0.0,0.0,VN
1684,0.0,0.0,VN
1684,0.0,0.0,VN
1687,0.0,0.0,VN
1687,0.0,0.0,VN
1689,0.0,0.0,VN
1689,0.0,0.0,VN
1697,0.0,0.0,VN
1697,0.0,0.0,VN
1699,0.0,0.0,VN
1699,0.0,0.0,VN
1700,0.0,0.0,VN
1700,0.0,0.0,VN
1701,0.0,0.0,VN
1701,0.0,0.0,VN
1704,0.0,0.0,VN
1704,0.0,0.0,VN
1705,0.0,0.0,VN
1705,0.0,0.0,VN
1714,0.0,0.0,VN
1714,0.0,0.0,VN
1715,0.0,0.0,VN
1717,0.0,0.0,VN
1717,0.0,0.0,VN
1718,0.0,0.0,VN
1718,0.0,0.0,VN
1725,0.0,0.0,VN
1725,0.0,0.0,VN
1727,0.0,0.0,VN
1727,0.0,0.0,VN
1728,0.0,0.0,VN
1728,0.0,0.0,VN
1731,0.0,0.0,VN
1731,0.0,0.0,VN
1733,0.0,0.0,VN
1733,0.0,0.0,VN
1734,0.0,0.0,VN
1734,0.0,0.0,VN
1739,0.0,0.0,VN
1739,0.0,0.0,VN
1755,0.0,0.0,VN
1755,0.0,0.0,VN
1756,0.0,0.0,VN
1756,0.0,0.0,VN
1761,0.0,0.0,VN
1761,0.0,0.0,VN
1763,0.0,0.0,VN
1763,0.0,0.0,VN
1780,0.0,0.0,VN
1780,0.0,0.0,VN
1784,0.0,0.0,VN
1784,0.0,0.0,VN
1788,0.0,0.0,VN
1788,0.0,0.0,VN
1789,0.0,0.0,VN
1789,0.0,0.0,VN
1794,0.0,0.0,VN
1794,0.0,0.0,VN
1796,0.0,0.0,VN
1796,0.0,0.0,VN
1798,0.0,0.0,VN
1798,0.0,0.0,VN
1801,0.0,0.0,VN
1801,0.0,0.0,VN
1802,0.0,0.0,VN
1802,0.0,0.0,VN
1806,0.0,0.0,VN
1806,0.0,0.0,VN
1807,0.0,0.0,VN
1807,0.0,0.0,VN
1808,0.0,0.0,VN
1808,0.0,0.0,VN
1811,0.0,0.0,VN
1811,0.0,0.0,VN
1816,0.0,0.0,VN
1816,0.0,0.0,VN
1818,0.0,0.0,VN
1818,0.0,0.0,VN
1825,0.0,0.0,VN
1825,0.0,0.0,VN
1826,0.0,0.0,VN
1826,0.0,0.0,VN
1827,0.0,0.0,VN
1827,0.0,0.0,VN
1828,0.0,0.0,VN
1828,0.0,0.0,VN
1831,0.0,0.0,VN
1831,0.0,0.0,VN
1832,0.0,0.0,VN
1832,0.0,0.0,VN
1833,0.0,0.0,VN
1833,0.0,0.0,VN
1841,0.0,0.0,VN
1841,0.0,0.0,VN
1842,0.0,0.0,VN
1842,0.0,0.0,VN
1843,0.0,0.0,VN
1843,0.0,0.0,VN
1844,0.0,0.0,VN
1847,0.0,0.0,VN
1855,0.0,0.0,VN
1855,0.0,0.0,VN
1856,0.0,0.0,VN
1856,0.0,0.0,VN
1860,0.0,0.0,VN
1860,0.0,0.0,VN
1866,0.0,0.0,VN
1866,0.0,0.0,VN
1867,0.0,0.0,VN
1867,0.0,0.0,VN
1872,0.0,0.0,VN
1872,0.0,0.0,VN
1878,0.0,0.0,VN
1878,0.0,0.0,VN
1879,0.0,0.0,VN
1879,0.0,0.0,VN
1881,0.0,0.0,VN
1881,0.0,0.0,VN
1882,0.0,0.0,VN
1882,0.0,0.0,VN
1883,0.0,0.0,VN
1883,0.0,0.0,VN
1885,0.0,0.0,VN
1885,0.0,0.0,VN
1886,0.0,0.0,VN
1886,0.0,0.0,VN
1895,0.0,0.0,VN
1895,0.0,0.0,VN
1896,0.0,0.0,VN
1896,0.0,0.0,VN
1897,0.0,0.0,VN
1897,0.0,0.0,VN
1899,0.0,0.0,VN
1899,0.0,0.0,VN
1903,0.0,0.0,VN
1903,0.0,0.0,VN
1905,0.0,0.0,VN
1905,0.0,0.0,VN
1912,0.0,0.0,VN
1912,0.0,0.0,VN
1914,0.0,0.0,VN
1914,0.0,0.0,VN
1916,0.0,0.0,VN
1916,0.0,0.0,VN
1922,0.0,0.0,VN
1922,0.0,0.0,VN
1924,0.0,0.0,VN
1924,0.0,0.0,VN
1926,0.0,0.0,VN
1926,0.0,0.0,VN
1930,0.0,0.0,VN
1930,0.0,0.0,VN
1931,0.0,0.0,VN
1931,0.0,0.0,VN
1932,0.0,0.0,VN
1932,0.0,0.0,VN
1934,0.0,0.0,VN
1934,0.0,0.0,VN
1936,0.0,0.0,VN
1936,0.0,0.0,VN
1939,0.0,0.0,VN
1939,0.0,0.0,VN
1944,0.0,0.0,VN
1944,0.0,0.0,VN
1945,0.0,0.0,VN
1945,0.0,0.0,VN
1946,0.0,0.0,VN
1946,0.0,0.0,VN
1949,0.0,0.0,VN
1949,0.0,0.0,VN
1950,0.0,0.0,VN
1950,0.0,0.0,VN
1951,0.0,0.0,VN
1951,0.0,0.0,VN
1952,0.0,0.0,VN
1952,0.0,0.0,VN
1953,0.0,0.0,VN
1953,0.0,0.0,VN
1954,0.0,0.0,VN
1954,0.0,0.0,VN
1956,0.0,0.0,VN
1956,0.0,0.0,VN
1957,0.0,0.0,VN
1957,0.0,0.0,VN
1963,0.0,0.0,VN
1963,0.0,0.0,VN
1964,0.0,0.0,VN
1964,0.0,0.0,VN
1968,0.0,0.0,VN
1968,0.0,0.0,VN
1969,0.0,0.0,VN
1969,0.0,0.0,VN
1973,0.0,0.0,VN
1973,0.0,0.0,VN
1974,0.0,0.0,VN
1974,0.0,0.0,VN
1975,0.0,0.0,VN
1975,0.0,0.0,VN
1976,0.0,0.0,VN
1976,0.0,0.0,VN
1979,0.0,0.0,VN
1979,0.0,0.0,VN
1983,0.0,0.0,VN
1983,0.0,0.0,VN
1986,0.0,0.0,VN
1986,0.0,0.0,VN
1989,0.0,0.0,VN
1989,0.0,0.0,VN
1990,0.0,0.0,VN
1990,0.0,0.0,VN
1994,0.0,0.0,VN
1994,0.0,0.0,VN
2005,0.0,0.0,VN
2005,0.0,0.0,VN
2006,0.0,0.0,VN
2006,0.0,0.0,VN
2009,0.0,0.0,VN
2009,0.0,0.0,VN
2010,0.0,0.0,VN
2010,0.0,0.0,VN
2013,0.0,0.0,VN
2013,0.0,0.0,VN
2015,0.0,0.0,VN
2015,0.0,0.0,VN
2016,0.0,0.0,VN
2016,0.0,0.0,VN
2021,0.0,0.0,VN
2021,0.0,0.0,VN
2023,0.0,0.0,VN
2023,0.0,0.0,VN
2024,0.0,0.0,VN
2024,0.0,0.0,VN
2026,0.0,0.0,VN
2026,0.0,0.0,VN
2029,0.0,0.0,VN
2029,0.0,0.0,VN
2030,0.0,0.0,VN
2030,0.0,0.0,VN
2032,0.0,0.0,VN
2032,0.0,0.0,VN
2041,0.0,0.0,VN
2041,0.0,0.0,VN
2048,0.0,0.0,VN
2048,0.0,0.0,VN
2049,0.0,0.0,VN
2049,0.0,0.0,VN
2051,0.0,0.0,VN
2051,0.0,0.0,VN
2057,0.0,0.0,VN
2057,0.0,0.0,VN
2059,0.0,0.0,VN
2059,0.0,0.0,VN
2060,0.0,0.0,VN
2060,0.0,0.0,VN
2064,0.0,0.0,VN
2064,0.0,0.0,VN
2066,0.0,0.0,VN
2066,0.0,0.0,VN
2069,0.0,0.0,VN
2069,0.0,0.0,VN
2070,0.0,0.0,VN
2070,0.0,0.0,VN
2075,0.0,0.0,VN
2075,0.0,0.0,VN
2076,0.0,0.0,VN
2076,0.0,0.0,VN
2077,0.0,0.0,VN
2077,0.0,0.0,VN
2078,0.0,0.0,VN
2078,0.0,0.0,VN
2079,0.0,0.0,VN
2079,0.0,0.0,VN
2080,0.0,0.0,VN
2080,0.0,0.0,VN
2088,0.0,0.0,VN
2088,0.0,0.0,VN
2089,0.0,0.0,VN
2089,0.0,0.0,VN
2100,0.0,0.0,VN
2100,0.0,0.0,VN
2105,0.0,0.0,VN
2105,0.0,0.0,VN
2108,0.0,0.0,VN
2108,0.0,0.0,VN
2110,0.0,0.0,VN
2110,0.0,0.0,VN
2114,0.0,0.0,VN
2114,0.0,0.0,VN
2116,0.0,0.0,VN
2116,0.0,0.0,VN
2118,0.0,0.0,VN
2118,0.0,0.0,VN
2121,0.0,0.0,VN
2121,0.0,0.0,VN
2122,0.0,0.0,VN
2122,0.0,0.0,VN
2123,0.0,0.0,VN
2123,0.0,0.0,VN
2125,0.0,0.0,VN
2125,0.0,0.0,VN
2126,0.0,0.0,VN
2126,0.0,0.0,VN
2129,0.0,0.0,VN
2129,0.0,0.0,VN
2132,0.0,0.0,VN
2132,0.0,0.0,VN
2133,0.0,0.0,VN
2133,0.0,0.0,VN
2134,0.0,0.0,VN
2134,0.0,0.0,VN
2136,0.0,0.0,VN
2136,0.0,0.0,VN
2137,0.0,0.0,VN
2137,0.0,0.0,VN
2141,0.0,0.0,VN
2141,0.0,0.0,VN
2142,0.0,0.0,VN
2142,0.0,0.0,VN
2143,0.0,0.0,VN
2143,0.0,0.0,VN
2148,0.0,0.0,VN
2148,0.0,0.0,VN
2152,0.0,0.0,VN
2152,0.0,0.0,VN
2157,0.0,0.0,VN
2157,0.0,0.0,VN
2159,0.0,0.0,VN
2159,0.0,0.0,VN
2160,0.0,0.0,VN
2160,0.0,0.0,VN
2161,0.0,0.0,VN
2161,0.0,0.0,VN
2165,0.0,0.0,VN
2165,0.0,0.0,VN
2168,0.0,0.0,VN
2168,0.0,0.0,VN
2170,0.0,0.0,VN
2170,0.0,0.0,VN
2173,0.0,0.0,VN
2173,0.0,0.0,VN
2174,0.0,0.0,VN
2174,0.0,0.0,VN
2177,0.0,0.0,VN
2177,0.0,0.0,VN
2178,0.0,0.0,VN
2178,0.0,0.0,VN
2189,0.0,0.0,VN
2189,0.0,0.0,VN
2192,0.0,0.0,VN
2192,0.0,0.0,VN
2196,0.0,0.0,VN
2196,0.0,0.0,VN
2197,0.0,0.0,VN
2197,0.0,0.0,VN
2198,0.0,0.0,VN
2198,0.0,0.0,VN
2202,0.0,0.0,VN
2202,0.0,0.0,VN
2207,0.0,0.0,VN
2207,0.0,0.0,VN
2211,0.0,0.0,VN
2211,0.0,0.0,VN
2212,0.0,0.0,VN
2212,0.0,0.0,VN
2213,0.0,0.0,VN
2213,0.0,0.0,VN
2216,0.0,0.0,VN
2216,0.0,0.0,VN
2217,0.0,0.0,VN
2217,0.0,0.0,VN
2220,0.0,0.0,VN
2220,0.0,0.0,VN
2222,0.0,0.0,VN
2222,0.0,0.0,VN
2224,0.0,0.0,VN
2224,0.0,0.0,VN
2225,0.0,0.0,VN
2225,0.0,0.0,VN
2226,0.0,0.0,VN
2226,0.0,0.0,VN
2230,0.0,0.0,VN
2230,0.0,0.0,VN
2236,0.0,0.0,VN
2236,0.0,0.0,VN
2240,0.0,0.0,VN
2240,0.0,0.0,VN
2241,0.0,0.0,VN
2241,0.0,0.0,VN
2243,0.0,0.0,VN
2243,0.0,0.0,VN
2245,0.0,0.0,VN
2245,0.0,0.0,VN
2246,0.0,0.0,VN
2246,0.0,0.0,VN
2252,4.0,0.0,FP
2252,4.0,0.0,FP
2254,0.0,0.0,VN
2254,0.0,0.0,VN
2256,0.0,0.0,VN
2256,0.0,0.0,VN
2262,0.0,0.0,VN
2262,0.0,0.0,VN
2270,0.0,0.0,VN
2270,0.0,0.0,VN
2271,0.0,0.0,VN
2271,0.0,0.0,VN
2272,0.0,0.0,VN
2272,0.0,0.0,VN
2278,0.0,0.0,VN
2278,0.0,0.0,VN
2279,0.0,0.0,VN
2279,0.0,0.0,VN
2280,0.0,0.0,VN
2280,0.0,0.0,VN
2282,0.0,0.0,VN
2282,0.0,0.0,VN
2283,0.0,0.0,VN
2283,0.0,0.0,VN
2287,0.0,0.0,VN
2287,0.0,0.0,VN
2295,0.0,0.0,VN
2295,0.0,0.0,VN
2298,0.0,0.0,VN
2298,0.0,0.0,VN
2299,0.0,0.0,VN
2299,0.0,0.0,VN
2300,0.0,0.0,VN
2300,0.0,0.0,VN
2301,0.0,0.0,VN
2301,0.0,0.0,VN
2302,0.0,0.0,VN
2302,0.0,0.0,VN
2306,0.0,0.0,VN
2306,0.0,0.0,VN
2309,0.0,0.0,VN
2309,0.0,0.0,VN
2311,0.0,0.0,VN
2311,0.0,0.0,VN
2313,0.0,0.0,VN
2313,0.0,0.0,VN
2315,0.0,0.0,VN
2315,0.0,0.0,VN
2316,0.0,0.0,VN
2316,0.0,0.0,VN
2320,0.0,0.0,VN
2320,0.0,0.0,VN
2330,0.0,0.0,VN
2330,0.0,0.0,VN
2332,0.0,0.0,VN
2332,0.0,0.0,VN
2333,0.0,0.0,VN
2333,0.0,0.0,VN
2334,0.0,0.0,VN
2334,0.0,0.0,VN
2339,0.0,0.0,VN
2339,0.0,0.0,VN
2342,0.0,0.0,VN
2342,0.0,0.0,VN
2343,0.0,0.0,VN
2343,0.0,0.0,VN
2344,0.0,0.0,VN
2344,0.0,0.0,VN
2346,0.0,0.0,VN
2346,0.0,0.0,VN
2347,0.0,0.0,VN
2347,0.0,0.0,VN
2348,0.0,0.0,VN
2348,0.0,0.0,VN
2349,0.0,0.0,VN
2349,0.0,0.0,VN
2354,0.0,0.0,VN
2354,0.0,0.0,VN
2355,0.0,0.0,VN
2355,0.0,0.0,VN
2358,0.0,0.0,VN
2358,0.0,0.0,VN
2362,0.0,0.0,VN
2362,0.0,0.0,VN
2364,0.0,0.0,VN
2364,0.0,0.0,VN
2367,0.0,0.0,VN
2367,0.0,0.0,VN
2371,0.0,0.0,VN
2371,0.0,0.0,VN
2372,0.0,0.0,VN
2372,0.0,0.0,VN
2374,0.0,0.0,VN
2374,0.0,0.0,VN
2376,0.0,0.0,VN
2376,0.0,0.0,VN
2377,0.0,0.0,VN
2377,0.0,0.0,VN
2379,0.0,0.0,VN
2379,0.0,0.0,VN
2384,0.0,0.0,VN
2384,0.0,0.0,VN
2390,0.0,0.0,VN
2390,0.0,0.0,VN
2393,0.0,0.0,VN
2393,0.0,0.0,VN
2394,0.0,0.0,VN
2394,0.0,0.0,VN
2395,0.0,0.0,VN
2395,0.0,0.0,VN
2396,0.0,0.0,VN
2396,0.0,0.0,VN
2397,0.0,0.0,VN
2397,0.0,0.0,VN
2398,0.0,0.0,VN
2398,0.0,0.0,VN
2399,0.0,0.0,VN
2399,0.0,0.0,VN
2400,0.0,0.0,VN
2400,0.0,0.0,VN
2401,0.0,0.0,VN
2401,0.0,0.0,VN
2403,0.0,0.0,VN
2403,0.0,0.0,VN
2404,0.0,0.0,VN
2404,0.0,0.0,VN
2405,0.0,0.0,VN
2405,0.0,0.0,VN
2406,0.0,0.0,VN
2406,0.0,0.0,VN
2410,0.0,0.0,VN
2410,0.0,0.0,VN
2412,0.0,0.0,VN
2412,0.0,0.0,VN
2414,0.0,0.0,VN
2414,0.0,0.0,VN
2415,0.0,0.0,VN
2415,0.0,0.0,VN
2418,0.0,0.0,VN
2418,0.0,0.0,VN
2419,0.0,0.0,VN
2419,0.0,0.0,VN
2420,0.0,0.0,VN
2420,0.0,0.0,VN
2423,0.0,0.0,VN
2423,0.0,0.0,VN
2428,0.0,0.0,VN
2428,0.0,0.0,VN
2429,0.0,0.0,VN
2429,0.0,0.0,VN
2430,0.0,0.0,VN
2430,0.0,0.0,VN
2431,0.0,0.0,VN
2431,0.0,0.0,VN
2433,0.0,0.0,VN
2433,0.0,0.0,VN
2437,0.0,0.0,VN
2437,0.0,0.0,VN
2438,0.0,0.0,VN
2438,0.0,0.0,VN
2442,0.0,0.0,VN
2442,0.0,0.0,VN
2443,0.0,0.0,VN
2443,0.0,0.0,VN
2445,0.0,0.0,VN
2445,0.0,0.0,VN
2446,0.0,0.0,VN
2446,0.0,0.0,VN
2447,0.0,0.0,VN
2447,0.0,0.0,VN
2450,0.0,0.0,VN
2450,0.0,0.0,VN
2451,0.0,0.0,VN
2451,0.0,0.0,VN
2452,0.0,0.0,VN
2452,0.0,0.0,VN
2457,0.0,0.0,VN
2457,0.0,0.0,VN
2458,0.0,0.0,VN
2458,0.0,0.0,VN
2461,0.0,0.0,VN
2461,0.0,0.0,VN
2464,0.0,0.0,VN
2464,0.0,0.0,VN
2466,0.0,0.0,VN
2466,0.0,0.0,VN
2469,0.0,0.0,VN
2469,0.0,0.0,VN
2470,0.0,0.0,VN
2470,0.0,0.0,VN
2475,0.0,0.0,VN
2475,0.0,0.0,VN
2478,0.0,0.0,VN
2478,0.0,0.0,VN
2479,0.0,0.0,VN
2479,0.0,0.0,VN
2488,0.0,0.0,VN
2488,0.0,0.0,VN
2489,0.0,0.0,VN
2489,0.0,0.0,VN
2490,0.0,0.0,VN
2490,0.0,0.0,VN
2492,0.0,0.0,VN
2492,0.0,0.0,VN
2495,0.0,0.0,VN
2495,0.0,0.0,VN
2497,0.0,0.0,VN
2497,0.0,0.0,VN
2499,0.0,0.0,VN
2499,0.0,0.0,VN
2502,0.0,0.0,VN
2502,0.0,0.0,VN
2503,0.0,0.0,VN
2503,0.0,0.0,VN
2504,0.0,0.0,VN
2504,0.0,0.0,VN
2512,0.0,0.0,VN
2512,0.0,0.0,VN
2513,0.0,0.0,VN
2513,0.0,0.0,VN
2516,0.0,0.0,VN
2516,0.0,0.0,VN
2522,0.0,0.0,VN
2522,0.0,0.0,VN
2523,0.0,0.0,VN
2523,0.0,0.0,VN
2526,0.0,0.0,VN
2526,0.0,0.0,VN
2527,0.0,0.0,VN
2527,0.0,0.0,VN
2528,0.0,0.0,VN
2528,0.0,0.0,VN
2533,0.0,0.0,VN
2533,0.0,0.0,VN
2535,0.0,0.0,VN
2535,0.0,0.0,VN
2537,0.0,0.0,VN
2537,0.0,0.0,VN
2538,0.0,0.0,VN
2538,0.0,0.0,VN
2541,0.0,0.0,VN
2541,0.0,0.0,VN
2542,0.0,0.0,VN
2542,0.0,0.0,VN
2548,0.0,0.0,VN
2548,0.0,0.0,VN
2549,0.0,0.0,VN
2549,0.0,0.0,VN
2555,0.0,0.0,VN
2555,0.0,0.0,VN
2559,0.0,0.0,VN
2559,0.0,0.0,VN
2563,0.0,0.0,VN
2563,0.0,0.0,VN
2564,0.0,0.0,VN
2564,0.0,0.0,VN
2565,0.0,0.0,VN
2565,0.0,0.0,VN
2568,0.0,0.0,VN
2568,0.0,0.0,VN
2570,0.0,0.0,VN
2570,0.0,0.0,VN
2571,0.0,0.0,VN
2571,0.0,0.0,VN
2573,0.0,0.0,VN
2573,0.0,0.0,VN
2574,0.0,0.0,VN
2574,0.0,0.0,VN
2577,0.0,0.0,VN
2577,0.0,0.0,VN
2580,0.0,0.0,VN
2580,0.0,0.0,VN
2582,0.0,0.0,VN
2582,0.0,0.0,VN
2592,0.0,0.0,VN
2592,0.0,0.0,VN
2598,0.0,0.0,VN
2598,0.0,0.0,VN
2606,0.0,0.0,VN
2606,0.0,0.0,VN
2609,0.0,0.0,VN
2609,0.0,0.0,VN
2611,0.0,0.0,VN
2611,0.0,0.0,VN
2614,0.0,0.0,VN
2614,0.0,0.0,VN
2616,0.0,0.0,VN
2616,0.0,0.0,VN
2618,0.0,0.0,VN
2618,0.0,0.0,VN
2628,0.0,0.0,VN
2628,0.0,0.0,VN
2634,0.0,0.0,VN
2634,0.0,0.0,VN
2642,0.0,0.0,VN
2642,0.0,0.0,VN
2647,0.0,0.0,VN
2647,0.0,0.0,VN
2648,0.0,0.0,VN
2648,0.0,0.0,VN
2649,0.0,0.0,VN
2649,0.0,0.0,VN
2650,0.0,0.0,VN
2650,0.0,0.0,VN
2653,0.0,0.0,VN
2653,0.0,0.0,VN
2654,0.0,0.0,VN
2654,0.0,0.0,VN
2658,0.0,0.0,VN
2658,0.0,0.0,VN
2660,0.0,0.0,VN
2660,0.0,0.0,VN
2662,0.0,0.0,VN
2662,0.0,0.0,VN
2664,0.0,0.0,VN
2664,0.0,0.0,VN
2665,0.0,0.0,VN
2665,0.0,0.0,VN
2666,0.0,0.0,VN
2666,0.0,0.0,VN
2671,0.0,0.0,VN
2671,0.0,0.0,VN
2676,0.0,0.0,VN
2676,0.0,0.0,VN
2677,0.0,0.0,VN
2677,0.0,0.0,VN
2683,0.0,0.0,VN
2683,0.0,0.0,VN
2687,0.0,0.0,VN
2687,0.0,0.0,VN
2697,0.0,0.0,VN
2697,0.0,0.0,VN
2700,0.0,0.0,VN
2700,0.0,0.0,VN
2707,0.0,0.0,VN
2707,0.0,0.0,VN
2713,0.0,0.0,VN
2713,0.0,0.0,VN
2714,0.0,0.0,VN
2714,0.0,0.0,VN
2717,0.0,0.0,VN
2717,0.0,0.0,VN
2722,0.0,0.0,VN
2722,0.0,0.0,VN
2723,0.0,0.0,VN
2723,0.0,0.0,VN
2733,0.0,0.0,VN
2733,0.0,0.0,VN
2735,0.0,0.0,VN
2735,0.0,0.0,VN
2737,0.0,0.0,VN
2737,0.0,0.0,VN
2738,0.0,0.0,VN
2738,0.0,0.0,VN
2739,0.0,0.0,VN
2739,0.0,0.0,VN
2740,0.0,0.0,VN
2740,0.0,0.0,VN
2744,0.0,0.0,VN
2744,0.0,0.0,VN
2749,0.0,0.0,VN
2749,0.0,0.0,VN
2756,0.0,0.0,VN
2756,0.0,0.0,VN
2761,0.0,0.0,VN
2761,0.0,0.0,VN
2763,0.0,0.0,VN
2763,0.0,0.0,VN
2766,0.0,0.0,VN
2766,0.0,0.0,VN
2772,0.0,0.0,VN
2772,0.0,0.0,VN
2773,0.0,0.0,VN
2773,0.0,0.0,VN
2774,0.0,0.0,VN
2774,0.0,0.0,VN
2775,0.0,0.0,VN
2775,0.0,0.0,VN
2778,0.0,0.0,VN
2778,0.0,0.0,VN
2780,0.0,0.0,VN
2780,0.0,0.0,VN
2784,0.0,0.0,VN
2784,0.0,0.0,VN
2790,0.0,0.0,VN
2790,0.0,0.0,VN
2791,0.0,0.0,VN
2791,0.0,0.0,VN
2793,0.0,0.0,VN
2793,0.0,0.0,VN
2799,0.0,0.0,VN
2799,0.0,0.0,VN
2803,0.0,0.0,VN
2803,0.0,0.0,VN
2805,0.0,0.0,VN
2805,0.0,0.0,VN
2807,0.0,0.0,VN
2807,0.0,0.0,VN
2819,0.0,0.0,VN
2819,0.0,0.0,VN
2820,0.0,0.0,VN
2820,0.0,0.0,VN
2822,0.0,0.0,VN
2822,0.0,0.0,VN
2826,0.0,0.0,VN
2826,0.0,0.0,VN
2829,0.0,0.0,VN
2829,0.0,0.0,VN
2830,0.0,0.0,VN
2830,0.0,0.0,VN
2832,0.0,0.0,VN
2832,0.0,0.0,VN
2834,0.0,0.0,VN
2834,0.0,0.0,VN
2844,0.0,0.0,VN
2844,0.0,0.0,VN
2846,0.0,0.0,VN
2846,0.0,0.0,VN
2848,0.0,0.0,VN
2848,0.0,0.0,VN
2851,0.0,0.0,VN
2851,0.0,0.0,VN
2853,0.0,0.0,VN
2853,0.0,0.0,VN
2856,0.0,0.0,VN
2856,0.0,0.0,VN
2859,0.0,0.0,VN
2859,0.0,0.0,VN
2860,0.0,0.0,VN
2860,0.0,0.0,VN
2865,0.0,0.0,VN
2865,0.0,0.0,VN
2872,0.0,0.0,VN
2872,0.0,0.0,VN
2874,0.0,0.0,VN
2874,0.0,0.0,VN
2875,0.0,0.0,VN
2875,0.0,0.0,VN
2877,0.0,0.0,VN
